0,1,2,3
0.5138574,-0.645116,1.1051159,-0.24819894
0.5626178,-0.80146885,1.3477535,-0.6035259
0.020788722,0.7557994,0.7486446,0.07343276
0.46928373,-0.59443325,0.9906481,-0.10563846
0.116309024,0.44017255,1.2508261,-0.647243
0.47147003,-0.7030243,1.1357238,-0.32842675
0.5403044,-0.743836,1.2849073,-0.48072833
0.582014,-0.71115875,1.2988117,-0.45586145
0.019804962,0.48231298,1.1616333,-0.5029093
-0.018579625,0.7090521,0.8500119,-0.01838927
0.51002175,-0.62511456,1.1730518,-0.24195726
-0.020351373,0.59871376,0.97619563,-0.23470813
0.45066705,-0.5004082,0.9540482,0.06092578
0.45418638,-0.6999871,1.1906595,-0.33674935
0.03878484,0.51274705,1.1498499,-0.46084192
0.016504057,0.6431523,0.9703713,-0.18198347
0.003470607,0.40725863,1.2286305,-0.6356549
0.45882213,-0.6730088,1.1650391,-0.28785786
0.47560552,-0.46530592,0.9442511,0.10654564
-0.012851648,0.5423321,1.0511384,-0.35324404
0.55080265,-0.6517011,1.302752,-0.3517629
0.4528328,-0.4716438,0.9712669,0.09723301
0.5073231,-0.51591116,1.1066132,-0.048244502
0.4627373,-0.6753562,1.236635,-0.32084045
0.5556242,-0.73623484,1.4391129,-0.5356816
-0.137595,0.7102096,0.7804807,0.066395625
-0.021541469,0.5740949,1.0993454,-0.31914455
0.39386004,-0.6386393,1.1401553,-0.195052
0.38636032,-0.5822576,1.0652125,-0.07651609
-0.061916254,0.7292353,0.8685585,0.025805905
0.45255938,-0.6471266,1.2231107,-0.26768726
0.421893,-0.5155089,1.0317814,0.02154763
-0.0676787,0.5443774,1.0924823,-0.34010443
-0.09392778,0.74171317,0.8301831,0.07477124
0.3497028,-0.52808046,0.98852915,0.053105533
0.45451698,-0.6483004,1.2589085,-0.28417856
0.07530344,0.5149635,1.3207159,-0.5404552
-0.048041664,0.7373979,0.9083292,0.016419426
0.0137401,0.60681087,1.1371973,-0.3003925
0.35080713,-0.5116509,0.97078663,0.084515706
0.5032671,-0.73597556,1.4376178,-0.50995773
-0.03813719,0.5336855,1.1736972,-0.40165403
-0.022033386,0.43735176,1.30584,-0.60731566
0.0029050484,0.47245395,1.2960429,-0.5616958
0.024311997,0.4970073,1.2941239,-0.5335573
0.41302758,-0.44091177,0.98193544,0.15890947
0.3832126,-0.60570276,1.1525645,-0.14446124
-0.12751314,0.74246836,0.83548373,0.089763984
0.36599424,-0.45712078,0.9742356,0.15933794
0.3803384,-0.45366508,0.9880727,0.15251388
0.445421,-0.74509144,1.4082029,-0.48522392
0.50677806,-0.58807135,1.3018825,-0.23338093
0.4074407,-0.6686041,1.3039124,-0.31026322
0.4884329,-0.59736896,1.3218572,-0.24660057
-0.061793886,0.75098395,0.9553868,0.025578126
0.35801288,-0.60616004,1.1697159,-0.13984497
0.4612653,-0.5279747,1.2392819,-0.09594523
0.16702434,0.84972167,1.1573651,-0.009419948
0.24278,-0.5604209,1.0210238,0.041732863
0.5482058,-0.38339365,1.1952844,0.10081759
-0.1657995,0.5707005,1.0996695,-0.25625652
0.18443042,0.8684331,1.1892576,-0.0013251007
-0.26997045,0.36457366,1.2098274,-0.5643766
0.060405828,0.7868309,1.1298018,-0.044515595
-0.31101266,0.42580527,1.0874817,-0.4043348
0.06283293,0.7809502,1.1396661,-0.058444485
0.26857165,-0.5429219,1.0647671,0.039451227
0.5035995,-0.40548337,1.197449,0.08731721
-0.4092335,0.57182986,0.8272796,-0.03465052
0.5956126,-0.31140333,1.2185295,0.17947301
0.1493789,-0.7777356,1.2056007,-0.3172057
0.025071062,0.8186979,1.0807252,0.039766952
-0.3862956,0.6040111,0.8343884,0.00094746053
0.5104113,-0.4184184,1.2529757,0.042968154
0.16015893,-0.85760105,1.3439481,-0.49757195
0.13538632,0.91798085,1.1345351,0.11862929
0.29389378,-0.52071595,1.134444,0.034607194
0.5836527,-0.32483435,1.2672606,0.14585507
-0.37309864,0.5869426,0.9186718,-0.06379992
0.14065692,0.9660956,1.1171055,0.19636855
-0.1742709,0.5637236,1.1932261,-0.29890633
0.50176436,-0.38256097,1.2484791,0.10358073
0.19234788,-0.6341077,1.1719587,-0.105095476
0.10908223,0.90109414,1.1694288,0.091835395
-0.3040459,0.5073913,1.1132045,-0.29285073
0.10930068,0.86235446,1.2147782,0.015086129
0.20470181,-0.70225066,1.2666302,-0.25148916
0.5238164,-0.4055488,1.3186798,0.031019293
0.188149,-0.7385654,1.2882781,-0.30748546
0.57457906,-0.28017527,1.2359939,0.23041838
-0.4139448,0.46798444,1.0222361,-0.26611602
0.51631665,-0.34916723,1.2437372,0.14955519
-0.42122608,0.4856264,0.99264294,-0.22432938
0.48652402,-0.37250805,1.2338054,0.13179314
0.31877723,-0.6998363,1.42184,-0.3614425
0.5392546,-0.31698596,1.2508459,0.18515319
-0.44708118,0.6013882,0.87374616,0.010534659
0.59483886,-0.27614605,1.3045211,0.20063362
-0.26442248,0.5289582,1.2494221,-0.33103195
0.48201063,-0.37773776,1.3462541,0.08267388
-0.32401797,0.55095416,1.1656301,-0.23700829
0.58947223,-0.26377255,1.3634295,0.19941589
0.18714654,-0.59589076,1.2649915,-0.08002788
-0.09650012,0.81345206,1.1594405,0.05894132
-0.3750094,0.53299797,1.1390381,-0.23011042
-0.034706257,0.89299285,1.1438193,0.15728582
-0.4025933,0.54251605,1.0936213,-0.18505211
0.08600537,0.92530656,1.2565026,0.10624574
0.13813323,-0.7523761,1.4020545,-0.34871674
0.5197091,-0.28222466,1.3300416,0.21704489
-0.32383215,0.4394421,1.3276117,-0.46981844
-0.077312045,0.8738242,1.1290781,0.1538073
-0.34950143,0.4436918,1.3706965,-0.46776453
0.04509578,0.9396091,1.2849138,0.13651206
0.17509058,-0.5488335,1.3552015,-0.03712432
0.4847152,-0.2673487,1.4131427,0.2243504
-0.39723304,0.5396071,1.2796524,-0.26360148
0.48492333,-0.23741062,1.3945634,0.27714893
0.21765342,-0.5337595,1.4226463,-0.060158864
0.04810459,1.0194479,1.2917442,0.2544656
0.15097278,-0.67431134,1.5351713,-0.28670654
-0.1384019,0.9017515,1.2284937,0.18711743
0.068855725,-0.62462056,1.4071119,-0.12268382
0.46189967,-0.27778125,1.4928622,0.18852466
0.08761717,-0.55544686,1.3499792,-0.0038671643
0.35685495,-0.32894945,1.4216228,0.18740162
-0.53690845,0.6277741,1.2431307,-0.048787326
0.4582292,-0.23193644,1.5949228,0.22105175
0.0021911338,-0.6142577,1.5840151,-0.14338994
0.34845275,-0.24959464,1.5907826,0.24755868
0.042273752,-0.52872,1.6303709,-0.049461007
-0.20363158,0.9802306,1.4559035,0.2503923
-0.58601195,0.75136954,1.4221225,0.094434544
-0.20356235,1.0665623,1.531507,0.3531992
