0,1,2
-0.061593942,-0.29396245,-1.0326251
0.575694,0.24573328,-1.013894
-0.12883055,-0.1320876,0.22510312
0.36863112,0.3531234,0.22985907
-0.15967453,-0.22055481,0.23381777
0.46659464,0.66679925,0.19713508
-0.21779287,-0.27116624,-1.061147
0.3722003,0.533375,0.20261435
-0.22326338,-0.20838878,-1.0717105
0.32680726,0.5012629,0.20030339
0.030729271,-0.28648508,0.27442348
0.41726843,0.5867892,0.20153795
-0.209806,0.13231708,-1.1222774
0.51469857,0.60991406,0.21346973
0.043367483,-0.38000852,-1.0028809
0.3663948,0.39118576,0.22329108
-0.024193786,-0.25076014,-1.0336894
0.5439952,0.58278805,0.22210531
-0.06638198,0.08366153,0.20137341
0.34945032,0.23503883,-1.0488927
-0.08989265,-0.2534893,-1.0438333
0.45109972,0.39581132,-1.057431
-0.12442253,-0.18905321,-1.0593044
0.62002426,0.33758587,-1.0214046
-0.16280815,-0.34068975,0.25137472
0.459814,0.588516,0.20764972
-0.037413917,-0.6169335,-0.97939456
0.39630297,0.37857878,-1.0635915
-0.03717666,-0.642401,-0.9756667
0.60903436,0.34792376,-1.0250474
-0.004180692,0.09860939,0.20854332
0.47694728,0.55004966,0.21589603
-0.044311218,-0.3620618,-1.0203104
0.4911325,0.6260482,0.20639078
0.06966061,0.060615312,0.22613077
0.6724581,0.4997669,-1.0386151
-0.039816223,-0.30700475,0.26524025
0.40852794,0.35612047,-1.0587934
-0.12407514,-0.07917346,0.21649767
0.48415348,0.4621808,0.2303211
-0.082367934,0.10584195,0.19462286
0.3316016,0.4431253,0.20884146
-0.10909002,-0.12934053,-1.0673139
0.55725694,0.4626252,0.24147432
-0.0967387,-0.20475636,0.23943661
0.45333225,0.45096666,0.22630109
0.017548539,-0.08357866,0.23874335
0.5077555,0.32035553,-1.0385911
0.015835978,-0.035162736,-1.0630023
0.6022993,0.42414677,-1.0400021
